username;year_of_birth;gender;level_of_education;cohort
089441e092be295e5f0f605dfae5cb674951e75dfff5fa2bb2d6a88d6306b884e2789fbb12ef06fd41ee4dd7b78529f4de47029f124cbbd427145abb2938659a;None;;;4a678444
c16fac2b31545caf8cadccf76ff1b8c27ae947df73707d996b583f70e9bf6719ecc9ce2b0e7c1e1a2f77cf0590ff8849b8b65bd35b9951929ba20c10e297c399;1961;f;m;4a678444
40e112e1495b9f46b512ed8e6cd2cb859b402154d3b5b0f3b552cb72ebe1c52ecc915160424d69f2b488563c8c0ad9c04acdff6ad2194344622b0a5c3fa34cb0;1994;f;m;4a678444
dd5c22fb50a2632e11fa859562fbcf4790d53a3697fb3b53f391663c301e1c26e2eb99bce2be68faaa7863d08d1aa7067381e58420f09df570c24c5e0a722a3f;None;;;d36ed5fe
355e7d9b96d7415aeba5c96c98f97b31c574b01aef74c3a3b8755a84f3035ca58bb16ff135f8af620aa0e831a0d85fcbd0af11e4f970fee6e6046039d12be280;1963;o;a;4a678444
442dc494df4e17dc75facdb91e1cb6e5658e944dd4b7a8c0868e1d7a668f530de0cf01276b98a41ac4fce0d8379d59a634365a6601dc28b24553a8395c1e48ed;None;;;d36ed5fe
5a2094dc2457a03df084204674723b79d710eaca8b329aff9754515a8fd9782034c08b02104da1a199c9ba8878ec499ef7a5e923bd04da3718218d6aba1fdbbd;None;;;d36ed5fe
9c8201f6e3fd047210cb3507cfb6cba378ace59513baf022b47490e3e96671b71565ac6b0eb1eb237054203d444282f8b21f6c3a1150ffef6d4a58fabc73be43;1961;f;other;4a678444
49b3e7690ef385aa728740d118947ce3566d141e87e513fd8f94f09f1c11aea59d3f13a32f6cb547fe2b71db05aebc5da2b5fd4dd84b08e35a957287fadd4676;None;f;hs;d36ed5fe
aede969b46382c12f140a79eb3e330e6cbf5211c036808beac5a686105213c0740a8ac9346e9dc33e8f78ab663298f9e492d5602b8f87c7bb684891b85f8b1a8;None;;;d36ed5fe
13897f280b9980eb369c08bc828bd4a0ef4a66e7ac16cf7145886c4c2539e1d4764c8ed30930fe95fcead69e07d7c47cd54f018c4487e26b0cfcfd0a777532ba;None;;;[unassigned]
2927b912dd51ce7ead8fc7bd2a7d4f1f4f1e2cc51f8b1590bc060c21f83cf53e281d8f97b363dd8e01a03d1e18e10eb28320cb5636e9ad747b56c15d68f34550;1952;m;a;4a678444
6120884f0c5c693e177e55a72d615a3f34265dd5458ec1078ec7f1a4dab48bff928b0ff40a37b8c9117e492d198136c3a489f698dfc1451047af6812517b51b7;None;;;d36ed5fe
61a811d396f1f0a7b6d99cc0c37adcc9e2f0695de2a601e4db1cb0d0f75f228dfbdf113d62614f28d74c12163b2d2b0cd9bb9a5909ff04bde9cd6fd99fb0f63b;None;;;d36ed5fe
02d8672575ae73a07322fde0ff7f4141293168ac1d7466b6a780fdf7025d3eff5ecf743850c1c07b9c8515d3e26b4d857d1814cf925060f81bd600153df9f08f;1977;f;a;4a678444
3ddf2e78293197b651c34f4243e5a3b72c54d793c1588ba8916fd99cca300a4bc8a571dddce2913732ed523cbb4423236dc053f43243f7e9690cd955b6e8af65;1986;f;a;d36ed5fe
dbcfcdb0873c954c2e120af0653c55e0b57a69e0cf9bfaedc47ebc3a1003c17833c69b2614af471d98a8c76e0732b13b2bbea2af1741da96fdc251b21d35ad6b;None;;;4a678444
c4b0fa552552ed566ddecba168fcb6029e87b02aa64c1e3c65bf5818a8f9c95193d4c4a88f118921d6e08939ea2b72fdded5f1d5f6bfc0b8d45577f473c58598;None;;;d36ed5fe
2752e209dabe85f3277b6ee7ddea0b911bf0573ce5aba1eb4141b59ba7f0e387ef22ba2f68a4dae3fa079ec680cf90df6d256e3728be4785bc585a255ebe969d;None;;;d36ed5fe
b61ccbaed53e418365dae81a7550cdad2dfbf0e4b8239c92abaa4c04cbc3917c6ef87cbe61480f54a6290d4d1bb3f82328b5999fbffc64258dfa86d130f1bbcb;1990;f;a;[unassigned]
7c17e8687f3d7d8464dd5f3357a7ba5bbae25fe32e2c8f08ef313e67f32a16772a091b543d82efd4997b24e8f239c1d8cdd00a10bf7ed045fc099d764c920c01;1990;f;a;4a678444
94e7b8e2e4f312692bfa224310cab849c3c8b317a4ab19865df378fb8471c5fa1b739fe4d1279105e96733f23aa62dbd77dad492fa23e003b6a6d4a991fa95ca;1991;f;a;[unassigned]
80b377ba032509dbb0be67f046db2b95d10e8675052a2a78b43fbf000a0ec303c21e15056a6378adb384c87d70f3e37ee0a9488c15bd9626ba2c7d56a1e1e9e1;1974;f;m;[unassigned]
5791c1d2cc482c14bc0bb0dba338a5cdd303abba693af2f8ceea01c22a99bfb5aa737618e174841c323e1381d99d9df6c26f0ab9807e43370e37b37e138fab75;None;;;4a678444
c21d4042fcc74eb2e2e139cff1b03a823257a1f437ab7fbeed307106429a80e97fc5cdfdb8134fb3e16d01d5850aee01d74086fcda8b811b361ed0b2636fdda3;1974;f;m;[unassigned]
e8c8d299c1b82186a9e624b6836815275eeb0a849d2bbb88c14de6f8a42084063f486ce6afbcf22f8bed6d540bd68d07d2fc6977932279afd28e5bb77e59fafc;1970;f;m;4a678444
4a76db78fa7fcf6a8da9cc6221b19e39958fac5fae84ff16e40452ce41a9ee75484be6c657f836040794e9b0d36bf1192abb5953ee901857af10aa917e16c1d1;None;;m;4a678444
4e2ef99fab9cbe530de5ef03baff17ad5b5150bc42c9469eea304050e47e98b1fe0876769254827fea8cdba3f5586ea5afc2a7d9845acbcd2910b1b91b776ffe;1961;f;m;4a678444
e53d91b694209c5b8311e57268e3616c8c026cf4874da8844ef71755f80413c5785eb4953f19ca2e40cb281e3d64cef976438b156c08805c9438e3209ecbc751;1965;m;a;d36ed5fe
5bc13bac5325e9e5f69897d4e90ee37b7c3d507176ddc5330cc7c3802fea5918e2874ebe5e5a9429f935e83f73665b7386c97b09477022f59f60a98e7c3cd059;1960;m;a;d36ed5fe
8395a917130f982d258f77b2c15d7ddf05657328eca7483d7583199ec6d6a04d43c6b5a6fb7fa2c7f6645655bec4f33ced761d0a4ae043ce7f91920f2f8a4d9d;1966;f;b;[unassigned]
e3971668a830e6f1608efd8c7b20e87fd944a4f9c5ed77323f6ea96dc8da3a6630b7f57f930b4fd3c2ed5ff59f98cc668955e3011e2e678b9313c69cf8ed4064;2004;f;m;d36ed5fe
97218ee90dbbd466b95f3feafed095e8eb29b8a9fc644bb308aed2e5aef102055782e91835d77feeb87cebf422a9ade76453652696c7b8279fc2690a12940be0;None;f;m;[unassigned]
f748493bbf1650acdef6650d7c4d6b566b00f9aed908d2da8cdd9515bb7721c4ae17dfc2e224634333c69c08c427054a740c4d834529d7ab619bdeeba99a9617;1981;m;a;4a678444
1a81e06787a029de857c70fe348c6f7a674327f8f00dda411fd3d5903b9d6e1d1c22821638fbbdf5dd1dc4a31b869387bd3bb05e6ac26adb166acf3ce176f39f;None;;;4a678444
288dccb604ddb3517009b365eb15d9bbf7c9c12d8cce9125f8216f5bb74a286615cd1536ab99722704451007d758903e2b93c716c459a353d3e2b08e27eb0439;1995;m;hs;4a678444
66b9eed762b3194cb0b05fd2719419099baca02cdef028fdf677fe121dde60d02d86e529382e3c0606f3730696cffdef69b953165f01b99735add335b5584cf6;1978;m;a;4a678444
0443fd206b5e3c72e9b2b085d33f9106010f6545d119194359f177d9513b7527303e6ff03f1b69e0de43bb1f2e123ce2f96eb0afc211e06a5320a3ccef2a0ef6;1980;m;m;d36ed5fe
ba0550e80b871e4bbdae007249eae98d6652351c1ed8194c632e22e427f15a6920f8ec4a48122ba00da32530acfcf3f88e6f7254228dda4447cf115ff04661bd;None;;;4a678444
b11b5e62d04f82dd51f2293961db8a8e522b2cb8ba7db11c94f2a1e2d3d478dd630282eee78c8998e6f19387a89f7ba033aa79f9fae78a72848ea2d0c1dc18a9;1985;m;a;d36ed5fe
4adaf07f281978c642e35284c219bdc2e00a442ff21dc289328a49fb2f2fa440502a9033b03bd5571495e908a2307a2fd19196171779905df45a7dc18377fb42;None;;;[unassigned]
00748332c077a060481a3ef10bd3f00a567d35f0adb1b7c2e70c8e98039e570fe086da1b99f71dc8022e68d32224baa01c383abcce57a49be8047c8082c6cb85;1985;f;m;d36ed5fe
8f36aba93918c123b10f90311a92cb5c01069079cfeb9ddc5ff61b7ae22b66388a95db3b4126d414567cbe2bd9060e08d2bc22ad3fbf5a2d4dccad08c83cd04f;None;;;d36ed5fe
cc59ab4a61736a6decacd399fb350d42e899538440e2aeb9a42a5f5b2b050e677fa47b06b979d88ecef8c2b16be0e8589e4e896e83cd351b6457034a30eee054;None;;;d36ed5fe
d11cc331f6b08a58059321f75fbb75c52808714a06acfd72a6e21f069934d9a29a925155b75ca5b639456fe5b304cc527f7cb5c975bd7538cd66971c476bafd3;1976;f;p;4a678444
5b3cba14a8c3fad516361de504729ebbde0fd3ddd4bf1146d89f6abceca9374263ba83923f890332ae2000f78dde2d09a7666ca805b72eebc8991a83fc85c0a1;1971;f;a;4a678444
554097fc9c4fd67f66a17b4897388746f0e6ed0bd9354fd1a64e34079dfdb98a2a8e83b7a450d09b35e7f95fc21166d6d94e4df283931ccf749fb39163c4ef8f;1966;f;m;d36ed5fe
262734c41d1bd244f1bf8113af78215485eaefed8be47f04f615431975aa47fbac9dfc70b9f0946e1b35140eda1b746c0456967b922d7b5fbe477f09672bbeed;None;;;d36ed5fe
62949e76419d93aca1b453ae5f575fa8a0f4c6fb0c05abd5b7c2d602c33f50e411126a88c30c54d66a8f787590f7950aae1f52554560f376fc41f114bf27a88f;None;;;4a678444
fce34b088a20223d07e91db0533f73b99e856375bd4714d513d36f1b7a74e7d2a9ace375e2045a6129bcb3bccf19eb03e5eeeb4e2f58f8ee7d9831b85c5f564b;1980;f;hs;4a678444
f4a86718ef2595963609caf6792ff2a139f15bd1a10946d147d286e5f8989ea4d47b77e40c2fc44c7059359085a88c8089b88cdc86a3b592e208a24cb97933c6;None;;;4a678444
f57c15b01cfae80533598d7a63cf79410434c88ccf78b3de2c12a4a99d611758562714d17c3521f2115ea659ea3ff503ffd147b63f6991a1712ab171a9a712bc;None;;;d36ed5fe
670b1c345b05e4dde2226918857a4ed8caee0691dbb0982e0624107b9eeeccbd655828a107fb2103ed236f4cac45b96cb9e641bcb7598f221b68e54b0598b9e7;1989;o;m;4a678444
7c826d54d10d8fa787f79b20d1cb433285ce527d402dc9a0626c800be8d40f068f38d426bd44ef960d6d4aa765948964483aa51418b8dd77495748ef0f029c69;1981;f;m;4a678444
656940f3d7840fba072bb38f0c9d819c3d009d1655246471685795c1fc369b32fea639253ab6f826fa19c4afb836c5b24c06ed2553eb8ef91362c56a07d8ec24;1968;m;b;4a678444
d02a0036b285c0958c769ba6ae6463ff982f51523dc37a9b37552f79f26ffed0bc27340baa7ed66a6c8884cfc63bfa190976a4d76c1be9ff50f2b507903b5272;None;;;d36ed5fe
1f6aeaacf00e674639c4b27996e8862db41e3622b61992f2b5d1ddd502a05b0c0139759655cb77018f634581f46190d8c327af023bfd6d06df6e5d43fc80ca81;1956;f;b;d36ed5fe
73dd0d8bab07f25aed314f7b1992cc7c6a5c2a75793a864e3667953f66bd53d857a4248f6966abad408f6caca82315a688c039e1b3bac5ccaa85f917a944e947;None;;;4a678444
a4f47cc4180aaf90e51569cf3b2f6026187955dcce487306e9f74484e7d05cf500b723c5e22d277efbb185b6ce492fe75c659bcbf44a7d6a052fa4cb10b7aaa8;None;;;d36ed5fe
216c100cf190cbbe50eaec6f122388ef7f7aadf284a86112aa93129cb1b4100096f973de7790bec6b4298bf8709db12e3308383bf10f962333d648e184df63d1;1961;m;p;d36ed5fe
b4a33ef27fd76393481384f60107edd1539111debf02c0884234e684193781619f5e3fa3f645616659d5aab4ba29aea9075cfff754851dc9d09ae38f81d54c4d;1994;m;p;4a678444
10b05d3bfd17d8d19ad45f672946e2508dd858b1702ee400b48ba57434712642aa06e4ea3837e26d078952ade221ec4aab91858a2f188345fad1a56eb93b2683;1968;m;m;4a678444
53ec70b8446a4d2a796e617cfa114b6d3b68c3c3364a76c3bbde9dd9a682d8b6ce23b18d53df1d5d074ed87642cbb310a9968b2f9535a117f0e141e77e77acf7;None;;;d36ed5fe
e2f09e6a97f11e3d5b87acc4ae5eca2b19b35de22fea860622a8f73663ab549f587d1b59066f96e263eb4ca8ea165da30882c73299fa7e43f027ff7db133c559;1969;f;a;4a678444
59c81da06483c4e586b8013c1c0f9ec7678f6d51de67643e89c79b5a88c03446a2c543a337a1d31db34f88b3619ce20b7349e029eb7bce857e8f2bf9a1cc5e55;1975;;a;4a678444
27aacf82b0cd95d22d53eeee5d93680d1ba40c56c79376457096d0b6fb9ddad2ab5d49e858643d7957d78e129078030c831e769e6c24049839cfa56517b978ed;1965;f;m;d36ed5fe
e65966086e77a0ead79c8edaee706b74846cbf12a85e5e050b858b2b7d4a71353534f8c99c2444ad755ecc149843d9bae39cbe3cf10a501c2efbaf8b336038fc;1985;f;m;4a678444
843ac8846630366f74647f76817062a8ced9331aefb4262cab41b368f6ca2a182c4d1c793979f4b69db815410473a2184c36be6130bb1d2b8689e761829599e5;1990;f;m;d36ed5fe
c4880531d882809aed7a5d7fb72d5749c72a52728edc8b075641c25fe7833c713b661716138f3f3f3a99bd39603e2d395bd9708a1cb616eb3c787d72a6e44e8e;1970;f;m;d36ed5fe
8a3d3b1b518a8da8469e90fe9a42c3f52afb8fe6a62eda7aa48e596f1df9c23e365e4eb198b9373b620b9da46d1a309fc67367108283215bf2bcc1211dd466a3;1983;m;p;d36ed5fe
bfc5679ba37cff0f603cc48129d04b5f1e74db76d94530fb1022b6b5a30ea27b0d7f68688412bf6f2c25bce82beb666bdf2202519dff497dd72cade6ad81d90d;None;;;4a678444
f725d4f692e6e5045590a4c90680307c89ff9f478301a9ee9cf2accb22ed436126bf7da3691131e83e72e7057fba2bcbc5bfc8581e3cfa1689bab9f8d5f1465a;1978;f;a;4a678444
14e44b497df6512b7068e54d7ac81a9a17d0c395578dee3fc6e4e328000363e30b3c9d1c952a944f3a6a434431787bb95bb012bfea55b7aabfeeb394786ebba1;None;f;a;4a678444
4020e0d8df4657508787981869079ad700d5d1f1fdcd53974022ee3cdf67130ba7201f5a9529da330e16c5285ef4da56a6fe2f467302e3b1a62496fb67c7f664;None;;;4a678444
14c052aaec27c554519f7fe297127f422de90faae8f5ca2e4257ce9f5ab78f6f74a89b573c1d986c298268a2c5f196ad9e41a4bd117ecb63a44a33e4a5a764ba;None;;;d36ed5fe
128e42c74434753a247a93eaa1b3901b06ae20663f6391cdcb4a39ee6401abb414793f1d4be71108d521986858a60c9b14e6434bce56ec6f455205f4f328b9d2;1994;o;;4a678444
46703e7f09beb402d235ce168ad1ecb570f641f0001221507b9b11f89a9afb5a6c746b5c5abfd27190ff2005195d384230c2307c21462a4ee71ed61f6843f269;None;;;d36ed5fe
48ee3f8585ca987746af2028763ce62d62db54b3fddd89feb8e5d7bd883e97aeb8aaaac70ce0e523f16ff1facbd6a6b94ad957f0fc849bb4ae9b06b895c7233f;None;;;4a678444
0007e0a25fc63859517db0484adea12d9aeefad2aca39f4f969999379c17b072002cd149dd64a2c95854efdc2c0370752a3931a1649b1daae2b0e3f16aff1621;1965;f;m;d36ed5fe
bc2601c19fb2f409723cd17bc8976fb881de302b55474c3a84446413400cdc14fbc8912b1bbebc4a00af3c89dffbfa0af487a6f546a0cd363c2ee191e13287ea;None;;;d36ed5fe
68a630a7ea842d92e53a42f3729f0caf99816693c6c4ce30902e4ecc628661eb0688046fd54586caf3e232b0965cb41331ccd3c1a5b64ca19b54ca6afced9a02;1997;f;a;[unassigned]
5f0fe6e87bef79782f7faf4d889943896ed5ad58c660bed7de806484e4487fb96891cf9a50fff7c4ea489d46d0e6eeef5502b04d02ed766f3e0896686666af45;None;;;4a678444
d861f43b4b4354ae798ce042861990ecc2aaf72bfd8f345aea2ee97c92f649cea9bfe177cf57b67a291337d6a401cbc690d68eb4acc19c59bb9c6b474c91a95e;1971;f;a;d36ed5fe
bc9b650bcb7c46b96267c3159e778c813fdaedc447d6eb83e793426a5da9c769a9ceb1afca5a77960a8d4c56121cf0fd247c1f48fe7c90a877eccf69d716fb61;1980;f;a;4a678444
33200a8c3038941dbae0907eb098c031f506b427cfa65f739b66192a2e8b0a86cde0e2420a5f647584473309329ee5a4b96c0ff06561a5c42abdb5219f3e034e;1964;f;p;4a678444
ba4e629e5f21b6b6da398f6c76a185eb10af1567e70d81cad401156a457566aac3c721d79390976b1a1e04b8682ad4ef114945ec781c2cffa39c534439a75cf7;None;;;4a678444
5fde90f9c67538bd19726eddda58e64b3287af5361da4414e8a78231820855b59ab702d844f0527d7a5053547c4991b34862103a6ab290d7356095fa71365ec8;1961;f;other;4a678444
e347ee410dac18fb158f501bb8b7bebf5017e578a879dd133122fc43898b829caf0356a400c8bf3bac29f6e47f103b67b19e6a22e6d3f803ff17f3ae436113aa;1970;f;a;d36ed5fe
42195e06211ade49556f94f4ec4e62e07ed091e8c033565a9eaed6c13b8f24db8ac4653d2604401f406e353dd2c3b20cb68a992da00d3777a4e47d389f048b4e;1976;f;p;4a678444
074ee3fd2482d8016247e7f7e64301db1931af3d40a3df72f93b709348192d87bf9f9f9fc43536b325d7c7a1a3edcc9cf41527f51764465aaca0e465e94b6245;None;;;4a678444
9d03db7b898d6c3d64dffcb57332294b373376e23502550d7f865288a586f37edf5c047a70523ed1ebdaee3f73187cb5c02981c5acd2594ff69b57be94065d93;None;;;d36ed5fe
f365d4e276afdb03bc7273346b975a1b418ee119f7126cfddde372563db2597d1e5052444d3da722668ebd1dfc4401fe270b0eb4885e71ac9eb55daef77a6dd6;None;;;d36ed5fe
9f9ffa4d5fa82f4d93af0de779075973f0c5805853c6c6125ca11b319c50a77f6f0c0c0f206ed851ee3899f87f0585ff6604c3bf4bfa1187757d1a0beb5780cc;None;;;d36ed5fe
293fd3e755780d784c0c856082b3ac73e09456f66578df52e184246f17dfac52c4e9c447d4648e59b1c55578d129001e78cd5f1759656fc9fdd948cdc43e2a33;1980;f;m;4a678444
9ab0dc3788abcb4a3b55730bbd163aa290dbefcb19323fc7add160770cdaafdb9f88ff37664958a6c17590bc034dfa7b1fddf44c4355234a3fdef33859c75bf4;1966;f;a;d36ed5fe
224cd5d3dbab3469b73285f97743469ff2931fed8916c9373f11ace07cfcc118a2249549c3ac6ecc989f7964e7d8307087ca09920a00bccc1fef6312e0764672;None;;;d36ed5fe
4ebfceb96e5a328187eae87b1504c88acd81d9a0678ea0446f805c7f9e9e015d89ea061c98f2c469fedadc73916f6a157e8e4b3d11b637c17fd7bc2832bd0ee7;None;;;d36ed5fe
a68cdc4653dc9279f4781cd125ad4af5fb2369067c49d48d78811846c43b52cec2f3b34d2d69ec1e79246a9fe994c452573712e2d5a712989a162edb0989b987;1966;m;p;d36ed5fe
b71cae8429bea33c17df330d983843c46c2dca0d804b14524ae9c5240c3102484ab144f6ed5de077722ac3be96705f3ebed9001de5e2e444269c7617db27fbff;1989;m;a;d36ed5fe
c456d954fd56151565259e35a19e7034a5ecc84e72a0f9fa53918f82438dbe6d84c565e066b4bc5a7ededc8c2b581be38f6516270e7aae6c42cdb5b4c665bc4e;1977;f;p;d36ed5fe
28f7884d16a68e957d97d4011f02963fe52151f82a21cd3d6edc9b8cbc182d4dbbb4bcc373c12197a50101f3f7800a7e905c09914a9085d5c692e7d6bdb8859d;1973;;;4a678444
0c27b0988596f77c16658a5da5aaf58fc299d948d9fc49de704725ab5500d9eca949d73302ef1babb31f293c1b5733e321950510f181984f692093e922b0d0d3;None;;;d36ed5fe
8f4c2d0769de1dd8a4e03f021a608c39ffbcc52d1787d942ed8552a0ec4df5998d2c8d5b42fc9aaa2d46f95a1769ab25761b9ca57f7d828414a7aeb5e56d3ad3;1966;m;m;d36ed5fe
74c5b885dcc2afcd2b9ac41b294800501fbc52fefde3071b53e205e79dbef11811cacfe365af03d6fe9ffa1a1f9c9e6038130f481fe051c773ca653927b7b7cf;1971;m;m;d36ed5fe
3a6249977ee3898186fec296a023a7e0a99fe6188ac837a477211275199239ea1146b1e3ecee5221c1ba45339e25a01e0fc417e3bd14c19a096ef10e161fa191;None;;;4a678444
86aba21d212197f5eeba1b75f2a3ecea226c2d077c473b292376061655b43ca2ac3f5b2bcae7792a70f3408f8eb98aa6e91f33e7de90bbb73ecc0de6093e1dbb;1974;f;other;4a678444
4849f9d18f998cbc9ff6336bc8b60367473c7654dc1b60cfa1ab112517b28823e7218dad360230a46f432bb683c3afa5f143125c4aec5a0a9910b1ca265fc7e4;1970;m;a;d36ed5fe
9571e4013269f99048787daf49de76deabdb0d867a054df2a586a432f54f608329fb48115942e4cd226c490d5fddf88535d8d836e756866e4e1b7373cd83f868;None;;;4a678444
8f6d1f9f7d8c5decf8de9e2128e2fa427bd91c7a58a545ae1162600ebb22d6f3fb6e9b3f2f5e20ddf3016b26c9a7e6ba1bbfe697c0ace9c0e71a00c1169a57fd;1973;f;m;d36ed5fe
78915aff536d570c99d577809bc247bc32eee9fabf439390a856c772895fd1f10e2ae71e3bcc27f6b5c54bcf2e34278ed17d3ef82ec3c020aa915d1de53de198;1979;f;;4a678444
d83221331bb9ccd9e4bcc7ac35db2dd5f179ae555c907a91056a6e84f14a6945cfb7cbd4ded14fc3bd594a5a54d51bcfccb58527a0fe72b32c3515d8335d9a4c;1974;f;b;4a678444
7b1159794eaedd563add7370647ef871d3d747d1142ae6d7612b2e383520265c8c0756eb9c9a10033207953eef98ae112e853659e49aa4a48770a6936f96515a;1971;f;b;4a678444
f1c42351442492ec3ecdda1b8d35cd2e3d509407198c4dbc744e1c6874774ca3faadc82f21e8a4a02f90d15514a75b026a141c11b288089e07676810d1907acf;1969;f;a;d36ed5fe
6228d3ba088fbdb75cf5b7ca54b81468768a8c6dd9e909daa6dcc39e0585b9382d420d2dda94c7ea03a39dfc716b18b488986d1f2a3e38d12523bb10742792ff;1977;f;a;d36ed5fe
dfc307ae2c04bf4a310cdb52f9c834c4d96548478568e0a3a71a8f1943d9186dc3269b4781553d9c73468a85cfea1f27f94338c8977c3b6ff138720c9b2f7543;None;;;[unassigned]
9c3254ecd7905a0d1d05e6419077b335a004c36a5bd3e1249d1b51ed5fbbed68ccb597cd64571354c9b1c640b614731cafddde76c7c1d4e5e9235688326a5f28;1982;f;m;d36ed5fe
5f7aa42841bdcdce1af742650948c1313d4cc122c2ff9f978c5e7cd7ea14105ea2e35dfa2310a7277e26a999deabf4937c106b24de3b57dbb81c41efce182d98;None;;;4a678444
450f17cd9dc843059f5979a9a71e78166c1e726b4ec57edf17c7632af565bee7561dff57bbea436c0dc155e5638052bb60eb263aeb28fea52673bbc3989143f1;None;;;d36ed5fe
e255bf81828c445d752feb883ebcaa21f7aa27803b82dbf4385333207d0d533af5ae14677bb7a47882a405a79a418715995df9c778b252e630714763837a258a;1975;f;other;[unassigned]
6bb506afbb3bb453f88ecbb0292841f5757857f87957698bfa596fe03553c0bcfd1905d588f77ce918b2413c0fcf59b650315fec2ce5d38442ad41dc61713cd1;None;;;[unassigned]
3846259834276854cc07154523cfbf2018c8df512d6b85b91aaee6050f4c30850b06647d66737b712da8f3ae9abf8397251ad12a64ee0a1f827b82f845f87b61;1992;f;m;4a678444
363d6f448eee0c7e1f5b79ea72be5b0a75b859299d1f2dbd1eb6faed10dd525015cfdeb0d2e70c064f27a9c7eb92b3eaa8b3ac3229f7cb98df476b9e75208453;1992;f;a;4a678444
46eab0cd5a48845c8a8e7280ca4b835d498ee174fa2a9a6fcb1530903e3cc20b3449155542afa40ecb7a4dc49c4a5b7c0559029243c2c9912a5c05cc85b9aed7;1968;f;a;d36ed5fe
865905ff8bf11f1e21a6c99b91217cd1ccbee24d8a32e000f3e0a354d473edf30bcac64f220e12cfa54b736d4085ead4b5de51b5127a1742c46a17816f6f2903;2002;f;b;d36ed5fe
2c4a7c4290a235b074abbb29bbbdbd0d767c9879788f74ee15499aa783d2bd3346a17dc21029ad1eeab6a2f120f0790f580e4a407324e4befbfe4214548dc1e8;1973;f;m;d36ed5fe
2dd16a6205b951b67c929cc3654f10dbec78bf3a10cc000dbd6b78527b8b607e8e96d2a95d14d0f0018af5510dd34d5c542394c1b5cf788b334789a2f9a5b867;None;;;d36ed5fe
4a7994a0f4c23bafe501cc797f63ce6d10ae17ddf001ad74e15163da52d30f7c14ad5ca60e0d340aa67ad5075c501ffd40900c0caebcc5bcce7b569142b0f19e;1976;f;b;d36ed5fe
f96c97171157ac2d8a73da8ebb541e244591fd105eb2707de51cb37aa718dba3df19db45ac5c10ef923b66c6d7c25b42eeebae8e8109c8846663c617e8a624f7;None;;;4a678444
6979d5cfad77c94566748d8886b2baeb0cc98b46b4409a32b754940ab088e086468a97504e08037806ec36c74b867c069bbd07fbafe6e41ebb2c2f49c3f9d1d1;1984;f;m;d36ed5fe
f5e9fe2654484f8d5baa8667ccc81ca770d76ef17df298a9bb00817655804a368ba3bff24d8d5366c0cf73e63ef66c120cdc8149c4aaa645c3e342acc216af1c;None;;;[unassigned]
714525151ac9f30e65d9e1e42062df74eef2923a27cd45edbe48b4db7de6dae0a170914c0f80ae95523f3e3355dc88449116eea2de687cb0a0d9b0e039a56166;1977;f;p;d36ed5fe
3f93ce94996e5f29e4b324626399af55517af970ce00449eee2e4a53a0c911774d56699e08de0476d2c31c1e88e36ae5bfb1409312291c7aa0352675816bad4e;None;;;d36ed5fe
a145c8091fc70e01fdb1400158feae627135ac8ca5362c4eb80c10d12a499bd9e374fd3c305dfabeb3cf614931e50652e8492b259f932a02ba43bfcd37313c88;1988;f;b;d36ed5fe
4424f812e70537a8c789ec89395d9971c073d47f6dd7e7515c8d30b5e31f3f13385c36bcceb751c5c8f6de899101b8c4eb9f0226c6e97450519c8c31fbc14827;1979;f;a;4a678444
c7d453e46fde561d692bce2007805b8bdd6c14c14a70348012a000fb4b2a90d48b7f6a339f5b0f07ea63dd7404b12d88a1b7b8eb0e9ee1047af0365b81aaa5cd;1978;f;a;d36ed5fe
e08a11c5236b96c7050604626a60f29dcee95708a13b479d219cabdad09ad43a1e6c78ee3228107d254f541d275220a59725d70439da2e7c207fdb63f76adb62;None;;;4a678444
df4cb9748df3f933734ac42a919a9e1bdd12ea720b835b11ba722a2a4f8301b70cc0823e39852982b0b0bac6d3c57668ba0abe51cda211601bb75febd766bda4;None;;;4a678444
3ff3815c8670ad721429ddd1e88f2ae1343d9f5c92833269686e550d9d34ef07f6839fc445917efabb382107780f67d8844d8f9ea4c52ce7ff1de67d1a9876e8;1978;f;a;4a678444
d981c557c3e0852b5f1f342f0eb041c115934eacca3850d5a5266b63d3302b35c47c7fae4ac9c902d8b54f1dcde2326b0cc2c305812ba66f668a726b75e1606e;None;;;4a678444
a9438a4ad7edd7a5a27baecc32ef2d6294e062803341889c87be23c2079d67a8a02fb1b396a8c4387555dc31d0be9b4bad4b108666404c2342397e75788be8fa;1981;f;m;4a678444
5a15207b0d9bdc7818241cd6229e8d3a0ce2adc451448e3f7288c3f7e7f5334101a6a41f9e2f67ca9031edd7f0c3629f93e6c4021cfac7a64d0148f28b995554;None;;;d36ed5fe
847ac6d57a8db9c96366fe509baa03952773884ff047cd6373a341e4350212aafba0c46c108f3628dd4fa95ed04d3b752b8bafb604d809665ba2ff46f1a694b2;1996;m;b;4a678444
66b4707d35637c61b87c058327155f76374ad1ecc989223cf8541abe4213e2e8fed22792fce88f931058d622d1bfdc1e7b18fe553b97c43bb2802a70e0134834;1986;f;m;d36ed5fe
9bf1afc1e25380ba819f5a9290559f40cfd765993ad823c30aecce8b2a17d5667a39acc0c1e18c0b08fc1fa07c956d1d245d6912e32ab015a71bbe53ba371d8f;None;;;d36ed5fe
