Test,Row,Group,User,Question,Response,Comment
01,17,B,411,05,1,"Hay alguna falta ortográfica, faltan comas y puntos, sobran los puntos suspensivos, se parte una palabra."
01,17,B,411,15,1,Donde aparecen no están justificados. Valdría con poner etc o directamente un punto.
01,24,B,645,12,1,En alguna ocasión se superan los 37 caracteres
01,26,B,803,01,1,No cumple los requisitos que deben satisfacer la inclusión de subtítulos
01,27,B,728,02,1,Hay algunos subtítulos que aparecen en tres lineas cuando podían reflejarse en dos.
01,27,B,728,03,1,Había frases que quedaban cortadas por el tamaño de la caja.
01,27,B,728,04,1,"Creo que sería mejor utilizar texto en amarillo y fondo negro, en lugar de la pareja blanco-negro utilizada en el vídeo."
01,27,B,728,05,1,Había faltas de ortografía.
01,27,B,728,06,1,Hay partes de la conversación telefónica que no se reflejan correctamente.
01,27,B,728,07,1,En la conversación telefónica hay parte donde no se refleja quién está hablando.
01,27,B,728,08,1,No se ha hecho de forma correcta.
01,27,B,728,09,1,No se ha indicado que sonaba el teléfono.
01,27,B,728,10,1,Podría mejorarse en algunas partes.
01,29,B,622,02,1,En algunas ocasiones había 3 líneas cuando no era necesario
01,29,B,622,07,1,Me ha resultado difícil 
01,43,B,1037,06,1,"No es exacta. No coincide el audio (""Voy luego"") con el subtítulo (""Luego voy"")"
01,43,B,1037,07,1,Falta identificación del personaje en alguna frase.
01,47,B,33,05,1,cortan palabras 
01,47,B,33,07,1,"Deberían separar en líneas diferentes lo que habla cada personaje, además en la primera intervención si que pone el nombre del personaje que está en el teléfono pero luego ya no dicen quién está hablando"
01,48,B,264,05,1,Hay faltas de ortografía
01,48,B,264,09,1,No se hace mención a que suena un teléfono
01,48,B,264,14,1,se separan silabas de una palabra y algunos sintagmas
01,52,B,1018,02,1,Máximo dos.
01,52,B,1018,03,1,Un poco alto.
01,52,B,1018,05,1,Mal.
01,52,B,1018,06,1,Falta literalidad.
01,52,B,1018,08,1,No distingue.
01,52,B,1018,14,1,Mal.
01,52,B,1018,15,1,Mal.
01,53,B,229,01,1,Los subtítulos deben aparecer en la parte inferior de la pantalla y en algunas partes del video esto no se respeta.
01,53,B,229,05,1,"Se encuentran errores ortográficos como en ""Este ejemplo nos ba a servir ....."
01,53,B,229,06,1,"No existe completa literalidad en los subtítulos, como por ejemplo, cuando dice ""de acuerdo"" y lo transcribe como ""Ok"""
01,53,B,229,08,1,"En los diálogos, para cada participante debe comenzarse una nueva línea y eso no ocurre en algunas partes del video."
01,53,B,229,09,1,"Deben describirse los efectos sonoros , algo que no ocurre cuando suena el teléfono."
01,53,B,229,10,1,"Hay desincronización respecto de lo que habla. ""Muchos ejemplos que harán..."""
01,53,B,229,11,1,Creo que va un poco rápido. La velocidad máxima recomendada es de 12 caracteres por segundo.
01,53,B,229,12,1,El máximo número de caracteres por línea es 37 y en algunas líneas lo supera.
01,53,B,229,14,1,"No se deben separar en dos líneas: sílabas de la misma palabra, como hace en el subtitulado "" para hacer una prácti -  ca de subtitulado"""
01,59,B,1118,05,1,"Hay ciertas faltas de ortografía, palabras cortadas, etc."
01,59,B,1118,06,1,"Hay algún error de literalidad. Por ejemplo, el OK del final. "
01,59,B,1118,07,1,En algún momento se deja de identificar. 
01,59,B,1118,09,1,El teléfono no se describe. 
01,59,B,1118,10,1,la sincronización no es homogénea en todo el vídeo. 
01,70,B,15,05,1,Hay faltas de ortografía
01,70,B,15,06,1,No todo el texto es literal.
01,70,B,15,07,1,No está bien señalado
01,70,B,15,08,1,-no muy bien descrito
01,70,B,15,09,1,No está descrito en el texto.
01,70,B,15,12,1,pienso que hay pocos caracteres por línea.
01,70,B,15,14,1,Pienso que deberían ir en la misma línea.
01,80,B,371,01,1,La posición en la altura varía y en ocasiones están pegados a la parte de abajo de la imagen
01,80,B,371,03,1,Varía constantemente
01,80,B,371,04,1,Poco contraste con el fondo de la imagen
01,80,B,371,07,1,No se entiende bien quién  dice qué.
01,80,B,371,08,1,Escribe sin separar lo que dice cada uno
01,80,B,371,09,1,"No subtitula la llamada de teléfono , ni los ruidos"
01,80,B,371,12,1,Varía constantemnete
01,89,B,112,02,1,"en algún caso había tres líneas, de manera innecesaria"
01,89,B,112,03,1,"el texto sobresale de la caja en algún caso, igual debido al tamaño de la fuente que tengo configurado"
01,89,B,112,06,1,"falla la transcripción literal de ""de acuerdo"" sustituida por ""ok"""
01,89,B,112,07,1,debería ser el nombre completo o cambiar el color del texto
01,100,B,220,06,1,no aparece escrito lo que se dice
01,102,B,231,07,1,en la despedido no se identifica a la persona que llama
01,112,B,287,05,1,"Había algunos errores como ""ba"" en lugar de ""va"" o la ausencia de comas. "
01,112,B,287,06,1,"Se han escrito cosas en los subtítulos que no se han hablado, como el ""¿Ok?""."
01,112,B,287,08,1,No se han diferenciado las intervenciones ni con guiones ni con diferentes colores.
01,120,B,320,02,1,al cortar palabras se saltaba a la segunda linea
01,120,B,320,05,1,"palabras separadas, mal"
01,120,B,320,06,1,"faltan detalles, como el sonido del telefono"
01,120,B,320,07,1,Se destaca cada personaje pero debería ser en distinta linea y con el nombre completo
01,120,B,320,08,1,texto en la misma linea...
01,120,B,320,09,1,no suena el telefono
01,120,B,320,12,1,Algunos muy largos y otros muy cortos
01,120,B,320,14,1,se cortan palabras y otros sintagmas
01,127,B,1213,05,1,Había una b En vez de una v
01,143,B,520,05,1,hay alguna falta 
01,145,B,535,02,1,"En ocasiones son tres o cuatro líneas, demasiadas"
01,145,B,535,05,1,Hay faltas de ortografía y frases cortadas
01,145,B,535,06,1,"Se transcribe ""OK"" por ""de acuerdo"""
01,145,B,535,08,1,No inicia cada personaje una linea de texto
01,145,B,535,09,1,"No describe sonidos de interés para comprender la escena, como el timbre del teléfono"
01,145,B,535,10,1,En alguna escena el subtítulo se retrasa respecto al vídeo
01,145,B,535,12,1,Hay lineas demasiado largas
01,145,B,535,14,1,Frases partidas en escenas distintas
01,149,B,559,01,1,ALGUNOS DE LOS SUBTÍTULOS DEBERÍAN SITUARSE MÁS ABAJO
01,149,B,559,05,1,HAY ERRORES ORTOGRÁFICOS AL PRINCIPIO DEL VIDEO
01,149,B,559,06,1,NO SE TRANSCRIBE LITERAL (EL OK EN LUGAR DE DE ACUERDO...)
01,149,B,559,07,1,EN LO ÚLTIMO QUE DICE EMILIO NO SE LE HA IDENTIFICADO
01,154,B,575,07,1,"En LOS MOMENTO SFINALES FALTA POR IDENFIFICAR A LOS PERSONAJES, PERO SE SIGUE BIEN"
01,164,B,749,05,1,"Han puesto “va”, del verbo ir, con B"
01,164,B,749,06,1,"En vez de escribir en los subtítulos “de acuerdo”, tan y como dice la persona que habla, han puesto OK"
01,164,B,749,08,1,No se asignan líneas distintas a cada personaje
01,164,B,749,10,1,No aparece el subtitulado al mismo tiempo que empieza a hablar la persona que aparece en el vídeo 
01,165,B,765,11,1,Van muy rapidos
01,165,B,765,16,1,los números deben ser escritos en cifras
01,169,B,819,01,1,"Al principio no se ve completo; el contraste con la imagen no es muy bueno, pues tiene un fondo oscuro"
01,169,B,819,05,1,"Hay una falta de ortografía al inicio ""bais"" en lugar de ""vais"""
01,169,B,819,06,1,"Se dice ""De acuerdo"" y se transcribe ""OK"". "
01,169,B,819,07,1,No se identifica a quien llama si no es porque alude el primer interlocutor
01,169,B,819,08,1,No se diferencia que hay 2 personas en el vídeo hablando
01,169,B,819,09,1,No se identifica la llamada de teléfono
01,169,B,819,10,1,No hay una total sincronizacón
01,169,B,819,12,1,Se extiende en algunas líneas demasiado
01,169,B,819,14,1,Se podría mejorar con signos de redacción
01,172,B,871,07,1,no se identifican bien
01,179,B,941,02,1,Buenas ! dame un cuatro de esto
01,179,B,941,08,1,Buenas ! dame un cuatro de esto
01,179,B,941,14,1,Buenas ! dame un cuatro de esto
01,184,B,986,06,1,ok y de acuerdo no son lo mismo y se nota que no va con la lectura labial...
01,184,B,986,07,1,Aunque en un inicio sí se hace después no se sigue cumpliendo...
01,184,B,986,08,1,El último texto se mezclan ambos personajes
01,184,B,986,11,1,"Al no cumplir con el cuenteo, algunos subtitulos quedaban cortos y otros muy largos..."
01,184,B,986,12,1,No sé cumple en todos
01,184,B,986,14,1,se parten de manera indiferente sin tenerlo en cuenta
01,185,B,1002,01,1,"Deben estar en la parte inferior, centrados, en este video van cambiando de posición y, a veces, opino que están colocados demasiado abajo"
01,185,B,1002,02,1,"Deben estar en dos líneas, y en casos excepcionales en tres, no encuentro justificación para que aparezca alguno en tres líneas en este caso."
01,185,B,1002,03,1,Los caracteres no se veían centrados ni la separación de las palabras era adecuada a las líneas
01,185,B,1002,07,1,"Vienen indicados entre paréntesis en mayúsculas, pero no en todos los casos"
01,185,B,1002,08,1,En la última intervención ni siquiera se le asigna
01,185,B,1002,10,1,"sustituye un ""de acuerdo"" por un ""ok"""
01,185,B,1002,12,1,a veces sobrepasa los 37 carácteres
01,193,B,1040,07,1,Usa abreviaturas para los nombres y se podría utilizar diferentes colores para cada uno.
01,193,B,1040,09,1,No se identifica el tono del teléfono
01,215,B,1174,01,1,La posición varia mucho durante el vídeo
01,215,B,1174,08,1,Faltaría diferenciar un poco más cuando habla cada uno y no meterlo en la misma línea.
01,217,B,1184,06,1,"no es completamente literal, en una frase el interlocutor pregunta ¿de acuerdo? y en los subtítulos se escribe ""ok"""
01,217,B,1184,08,1,"Mezcla a ambos personajes en la misma línea al principio de la llamada y en los diálogos, para cada participante debe comenzarse una nueva línea."
01,217,B,1184,14,1,separa una palabra en dos líneas
01,219,B,1187,02,1,En algunos momentos habían hasta 4 líneas
01,10,B,1034,02,2,Para dotar a la imagen de la fuerza y no todo sea texto
01,10,B,1034,03,2,Para facilitar la visualización de las escenas
01,10,B,1034,09,2,No sabría
01,10,B,1034,12,2,No aglutinar la pantalla
01,14,B,650,14,2,No entiendo la pregunta
01,17,B,411,10,2,Aunque al menos en dos frases se anticipa o entra más tarde.
01,17,B,411,16,2,No aparecen números 
01,18,B,1203,01,2,no
01,18,B,1203,02,2,no
01,18,B,1203,03,2,no
01,18,B,1203,04,2,no
01,18,B,1203,05,2,no
01,18,B,1203,06,2,no
01,18,B,1203,07,2,no
01,18,B,1203,08,2,no
01,18,B,1203,09,2,no
01,18,B,1203,10,2,no
01,18,B,1203,11,2,no
01,18,B,1203,12,2,no
01,18,B,1203,13,2,no
01,18,B,1203,14,2,no
01,18,B,1203,15,2,no
01,18,B,1203,16,2,no
01,18,B,1203,17,2,no
01,24,B,645,01,2,La caja del texto debería estar un poco más abajo. 
01,27,B,728,11,2,Bastante correcto.
01,27,B,728,12,2,Me ha parecido correcto.
01,38,B,901,05,2,Hay alguna falta de ortografía
01,47,B,33,16,2,no hay números
01,48,B,264,16,2,No aprecio números en el discurso
01,52,B,1018,10,2,Regular.
01,52,B,1018,11,2,Sincronizado.
01,52,B,1018,12,2,Bien.
01,52,B,1018,16,2,Mal.
01,52,B,1018,17,2,Mal.
01,59,B,1118,15,2,No he percibido nada al respecto.  
01,59,B,1118,16,2,No he percibido nada al respecto. 
01,78,B,333,17,2,h
01,92,B,172,17,2,No
01,99,B,212,13,2,Se leía bien
01,102,B,231,05,2,Hay un par de errores
01,102,B,231,06,2,Omite un par de palabras
01,103,B,233,02,2,En algunos subtitulos hay más de dos lineas y no me parece adecuado
01,103,B,233,03,2,De acuerdo
01,103,B,233,12,2,Neutral
01,103,B,233,14,2,No me he dado cuenta de tantas cuestiones
01,103,B,233,17,2,No he percibido ninguna incorrección
01,112,B,287,07,2,"Al principio se ha identificado a los personajes, pero a lo largo de la conversación no se ha especificado bien quien hablaba, lo que puede causar confusión."
01,112,B,287,11,2,"En algunos momentos, los subtítulos se mostraban con un poco de retraso."
01,120,B,320,10,2,no recuerdo problema en este sentido
01,120,B,320,15,2,no recuerdo puntos suspensivos
01,127,B,1213,02,2,A veces muchas lineas
01,164,B,749,03,2,Ocupan toda la caja
01,164,B,749,04,2,Parece que se ha oscurecido el fondo de la caja de los subtítulos para conseguir mayor contraste
01,164,B,749,07,2,Se hace una identificación pero incompleta 
01,168,B,808,11,2,Iba un poco rápido para mi gusto
01,169,B,819,11,2,"Algo rápida, pero es por el diálogo"
01,169,B,819,16,2,No aprecio ningún elemento a comentar
01,169,B,819,17,2,No observp
01,179,B,941,03,2,Buenas ! dame un cuatro de esto
01,179,B,941,09,2,Buenas ! dame un cuatro de esto
01,179,B,941,15,2,Buenas ! dame un cuatro de esto
01,184,B,986,16,2,No se da el caso
01,184,B,986,17,2,Creo que hablan claro
01,185,B,1002,06,2,Transcribe lo que se dice
01,185,B,1002,11,2,Están suficientemente sincronizados
01,185,B,1002,13,2,Creo que tiene legibilidad
01,185,B,1002,16,2,no aparecen números
01,185,B,1002,17,2,no aparecen incorrecciones en el habla
01,189,B,1023,05,2,ninguno
01,193,B,1040,14,2,"Mejorable, se corta alguna palabra y alguna línea muy extensa"
01,204,B,1167,05,2,Las abreviaturas de los nombres no se si son las mas adecuadas
01,204,B,1167,07,2,Misma respuesta que en pregunta 5
01,204,B,1167,08,2,No he apreciado problema en ese aspecto
01,204,B,1167,09,2,No he apreciado problema en ese aspecto
01,204,B,1167,15,2,No he apreciado problema en ese aspecto
01,204,B,1167,16,2,No he apreciado problema en ese aspecto
01,204,B,1167,17,2,Eran las propias de la conversación
01,215,B,1174,02,2,"Normalmente salían 2 líneas, aunque a veces 3 (acceptable)"
01,215,B,1174,11,2,"En casi todo el vídeo bien, en algún moment ha ido demasiado rápido, pero por lo general bien."
01,215,B,1174,15,2,Hay un uso innecesario de los puntos suspensivos en este vídeo 
01,217,B,1184,02,2,"utiliza la mayoría de las veces dos líneas que es el máximo establecido, en una ocasión utiliza 3 que es el máximo permitido"
01,217,B,1184,16,2,No utiliza números
01,217,B,1184,17,2,No se producen
01,219,B,1187,06,2,No veo nada reseñable
01,10,B,1034,04,3,Para mejor visualización 
01,10,B,1034,11,3,la que representa la voz
01,14,B,650,17,3,Si lo lleva en el original
01,17,B,411,02,3,Aunque aparece una frase con 3 líneas innecesariamente.
01,17,B,411,06,3,"Aunque subtitula ""ok"" en vez de "" de acuerdo"""
01,24,B,645,02,3,Dos o tres líneas
01,27,B,728,13,3,El tamaño me parecía correcto.
01,28,B,436,17,3,opcional
01,43,B,1037,03,3,Está bastante centrado.
01,43,B,1037,04,3,"Contrasta bastante, pero se podría mejorar poniendo el texto en amarillo (menos fatiga visual)."
01,47,B,33,01,3,"al principio aparece muy arriba del vídeo, después ya todos están en la misma línea horizontal "
01,48,B,264,06,3,"En un caso, hay sustitución. Ok por de acuerdo"
01,52,B,1018,01,3,Centrado e inferior
01,52,B,1018,04,3,Blanco con negro.
01,52,B,1018,13,3,Clara.
01,53,B,229,02,3,"Los subtítulos deben ocupar dos líneas y, excepcionalmente, tres."
01,53,B,229,03,3,El texto aparece centrado respecto a la caja donde se muestran los subtítulos.
01,53,B,229,04,3,Hay suficiente contraste.
01,53,B,229,07,3,"Los nombres de los personajes que intervienen se encuentran entre paréntesis y están escritos en mayúsculas, pero creo que no es correcto acortar el nombre."
01,53,B,229,13,3,Creo que hay contraste suficiente.
01,53,B,229,15,3,Creo que cumple con las reglas gramaticales.
01,53,B,229,16,3,"Se deben escribir con letra los números naturales del cero al diez, ambos inclusive, excepto cuando vayan acompañados de abreviaturas, signos o símbolos y en este caso se cumple."
01,53,B,229,17,3,"Aunque el profesor es andaluz y se como algunas letras en su pronunciación, se transcriben correctamente."
01,59,B,1118,01,3,Centrados y en el margen inferior. 
01,59,B,1118,02,3,Generalmente entre 2 y 3 líneas. 
01,59,B,1118,03,3,Centrados generalmente. 
01,59,B,1118,04,3,"Buen contraste, blanco sobre fondo oscuro. "
01,59,B,1118,08,3,Creo recordar que están correctas. 
01,59,B,1118,11,3,Adecuada.
01,59,B,1118,12,3,Adecuado. 
01,59,B,1118,13,3,Muy legible. 
01,59,B,1118,14,3,Me ha parecido correcto. 
01,59,B,1118,17,3,Me ha parecido correcta. 
01,70,B,15,01,3,Quizás estás un poco altos
01,70,B,15,02,3,"2 o 3 líneas, aunque en 2 cabrían bien, pienso."
01,70,B,15,04,3, aunque creo que podría haber un mayor contaste.
01,70,B,15,13,3,Pienso que es bastante legible
01,80,B,371,02,3,"Dos  o tres lineas está bien, pero reconozco que  me resulta más adecuada la lectura de dos líneas."
01,89,B,112,12,3,"no creo recordar que se superen los 27 caracteres, de hecho la mayoría se quedan cortos o muy cortos"
01,89,B,112,15,3,se utilizan al final de una enumeración... son descriptivos
01,99,B,212,04,3,Se veían claramente
01,102,B,231,02,3,"En general, esta bien dos lineas de longitud adecuada, hay un par de errores, como partir palabras o demasiadas lineas, pero no impide que se siga lo que dice"
01,102,B,231,11,3,me ha parecido un tiempo suficiente
01,102,B,231,12,3,veo algunas líneas algo cortas pero no impiden la comprensión
01,103,B,233,05,3,Creo que está revisada la ortografía
01,103,B,233,08,3,Adecuada
01,103,B,233,11,3,Se leen bien. 
01,103,B,233,13,3,Es una letra legible
01,103,B,233,15,3,No parece abusar de los puntos suspensivos
01,103,B,233,16,3,Creo que no he visto ningún número en el video por lo que estarán escritos
01,112,B,287,15,3,Se ha utilizado en un momento en el que el interlocutor estaba concluyendo una enumeración con este mismo recurso. 
01,120,B,320,01,3,En algunos casos se cortaban palabras sin justificación por ser texto largo
01,120,B,320,03,3,"letra en blanco sobre caja negra, bien; caja negra sobre fondo oscuro peor"
01,120,B,320,11,3,los pude leer bien
01,120,B,320,17,3,no recuerdo incorrecciones
01,121,B,346,04,3,hay faltas de ortografía
01,127,B,1213,01,3,Permite visualizar el video
01,143,B,520,01,3,creo que podrian estar un poquito mas abajo
01,145,B,535,03,3,El texto se ve centrado en su caja
01,145,B,535,04,3,Texto blanco y fondo negro ofrecen buen contraste
01,145,B,535,07,3,Utilizan mayúsculas entre comillas
01,145,B,535,13,3,Tamaño y tipo legible
01,163,B,734,01,3,Ooo
01,163,B,734,02,3,Ooo
01,163,B,734,03,3,Oooo
01,163,B,734,04,3,Ooo
01,163,B,734,05,3,Ooo
01,163,B,734,06,3,Ooo
01,163,B,734,07,3,Ooo
01,163,B,734,08,3,Ooo
01,163,B,734,09,3,Ooo
01,163,B,734,10,3,O
01,163,B,734,11,3,O
01,163,B,734,12,3,O
01,163,B,734,13,3,O
01,163,B,734,14,3,O
01,163,B,734,15,3,O
01,163,B,734,16,3,O
01,163,B,734,17,3,O
01,164,B,749,01,3,Aparece en la parte baja de la imagen y centrado.
01,164,B,749,02,3,Entre dos y tres líneas máximo
01,164,B,749,12,3,No pasa de 37
01,164,B,749,13,3,Es una letra sencilla
01,167,B,798,02,3,Maximo 2 lineas
01,169,B,819,02,3,"Dos máximo, como se recomienda"
01,169,B,819,03,3,"Centrada, aunque debe verse mejor al inicio"
01,179,B,941,04,3,Buenas ! dame un cuatro de esto
01,179,B,941,10,3,Buenas ! dame un cuatro de esto
01,179,B,941,16,3,Buenas ! dame un cuatro de esto
01,184,B,986,01,3,"Estaban colocados en el centro, aunque el ancho no era el más adecuado..."
01,184,B,986,02,3,ha variado de dos a una o a tres sin tener en cuenta el número de palabras... aunque se supone que estaría correcto en cuanto a de 2 a 3 líneas...
01,184,B,986,10,3,Me ha dado la sensación de que se cumplian...
01,184,B,986,13,3,Es una tipografia tipo
01,184,B,986,15,3,se utilizan aunque no sé si de manera adecuada
01,185,B,1002,04,3,Los caracteres en blanco sobre fondo negro dan suficiente visibilidad
01,185,B,1002,15,3,"La única vez que aparecen, sí me parecen justificados"
01,189,B,1023,01,3,ninguna
01,189,B,1023,02,3,ninguna
01,189,B,1023,03,3,ninguna
01,189,B,1023,06,3,ninguno
01,189,B,1023,08,3,ninguno
01,189,B,1023,09,3,ninguno
01,189,B,1023,10,3,ninguno
01,189,B,1023,11,3,ninguno
01,189,B,1023,12,3,ninguno
01,189,B,1023,14,3,ninguno
01,189,B,1023,15,3,ninguno
01,189,B,1023,16,3,ninguno
01,189,B,1023,17,3,ninguno
01,193,B,1040,01,3,Alguno tiene una posición elevada respecto al margen inferior
01,193,B,1040,02,3,Hay subtítulos con 3 líneas
01,193,B,1040,12,3,Alguna línea es un poco larga pero se lee bien
01,200,B,1217,03,3,La disposición es correcta
01,200,B,1217,04,3,Se lee bien en la combinación blanco y negro
01,200,B,1217,05,3,Está correcto
01,200,B,1217,06,3,Es correcta
01,200,B,1217,09,3,Quizá el sonido es un poco estridente
01,200,B,1217,10,3,Creo que es correcta
01,200,B,1217,11,3,"Está bien, quizá un poco rápida"
01,200,B,1217,12,3,Los caracteres que se ponen son correctos
01,200,B,1217,14,3,Es correcta
01,200,B,1217,15,3,"Si se precisan, se deben poner"
01,200,B,1217,17,3,Correcta
01,204,B,1167,10,3,No he apreciado problema en ese aspecto
01,204,B,1167,11,3,No he apreciado problema en ese aspecto
01,204,B,1167,14,3,Quizás muy seguidos los diálogos
01,215,B,1174,04,3,Buen contraste con la caja negra para poder diferenciarlo del fondo claro
01,215,B,1174,07,3,Queda claro quien esta hablando cada vez
01,215,B,1174,12,3,En general una buena assignación de los caracteres máximos.
01,215,B,1174,13,3,Una buena tipografía que ayuda a una buena lectura
01,216,B,1178,04,3,Fondo oscuro letras claras.
01,216,B,1178,13,3,Nose
01,216,B,1178,14,3,Nose
01,217,B,1184,01,3,Están centrados en la parte inferior  de la pantalla
01,217,B,1184,03,3,Centrado en la parte inferior
01,217,B,1184,04,3,contraste con blanco y negro que facilitan  su visibilidad respecto a la imagen
01,217,B,1184,05,3,Ortografía y gramática correctas
01,217,B,1184,07,3,"Los identifica perfectamente, entre paréntesis y mayúsculas"
01,217,B,1184,11,3,correcto se produce a la vez que hablan los personajes y da tiempo a leerlos
01,217,B,1184,12,3,Es correcto porque permite una lectura ágil y rápida y no supera los 37 por línea
01,217,B,1184,13,3,"Es una letra que se lee bien, es legible"
01,217,B,1184,15,3,Los utiliza de acuerdo a las normas gramaticales
01,219,B,1187,01,3,Bastante grandes
01,219,B,1187,09,3,Únicamente al llamar por teléfono y se lleva correctamente
01,219,B,1187,11,3,Buen tiempo para la lectura
01,219,B,1187,12,3,Es correcto
01,219,B,1187,17,3,Estaba correcto
01,10,B,1034,01,4,facilita el aprendizaje y la educación
01,10,B,1034,05,4,Facilita la educación
01,10,B,1034,06,4,Para poder entenderlo literalmente.
01,10,B,1034,07,4,facilita la inclusión 
01,14,B,650,01,4,Lo veo adecuado
01,14,B,650,02,4,El número de lineado está bien
01,14,B,650,03,4,Adecuado
01,14,B,650,04,4,Adecuado
01,14,B,650,05,4,Importante
01,14,B,650,06,4,Importante  
01,14,B,650,07,4,Importante
01,14,B,650,08,4,Importante
01,14,B,650,09,4,Necesario
01,14,B,650,10,4,Necesario  
01,14,B,650,12,4,Bien
01,14,B,650,13,4,Importante
01,14,B,650,15,4,Importante
01,25,B,620,01,4,Para una buena lectura 
01,25,B,620,02,4,Si es muy largo cuesta más leerlo
01,25,B,620,04,4,para facilitar la lectura 
01,25,B,620,07,4,Así se puede seguir mejor 
01,25,B,620,09,4,para que puedas seguir la trama
01,25,B,620,11,4,Si la velocidad es muy rápida no te da tiempo y hay más fatiga 
01,25,B,620,13,4,Cuanto más accesible más fácil de leer 
01,27,B,728,01,4,Están en la parte inferior de la pantalla y centrados
01,35,B,85,17,4,es necesario poner esas incorrecciones tambien
01,43,B,1037,10,4,No he percibido falta de sincronización.
01,43,B,1037,11,4,No he percibido una velocidad inadecuada.
01,43,B,1037,12,4,"No lo he contado, pero creo que no se superan los 37 caracteres por línea."
01,43,B,1037,13,4,Es un tipo de letra bastante legible
01,43,B,1037,17,4,"No aparecen incorrecciones, o al menos no las he detectado."
01,48,B,264,01,4,Están centrados en la parte inferior
01,48,B,264,02,4,Sólo en una ocasión se utilizan 3 líneas. 
01,48,B,264,03,4,Está centrado en la caja
01,48,B,264,04,4,Buen contraste entre el texto blanco y el fondo negro.
01,48,B,264,07,4,Se identifican los personaje en la llamada telefónica
01,48,B,264,10,4,Entradas y salida coinciden con el movimiento labial
01,48,B,264,11,4,Se corresponde con los 12 caracteres por segundo
01,48,B,264,12,4,No se superan los 37 caracteres por segundo
01,48,B,264,13,4,La tipografía no da lugar a confusión y es de tamaño adecuado
01,48,B,264,15,4,Creo que se utilizada adecuadamente en el contexto de la frase
01,63,B,593,01,4,lo justo es que todo el mundo pueda disfrutar del video.
01,89,B,112,17,4,no son relevantes para la descrición de la escena
01,102,B,231,01,4,"Están centrados y en la parte inferior, sin interferir con la imagen"
01,102,B,231,03,4,esta centradp
01,102,B,231,04,4,alto contraste que facilita la lectura
01,103,B,233,01,4,Están centrados y abajo. Deja espacio para ver la imagen
01,103,B,233,04,4,Se ve muy bien las letras con el contraste
01,103,B,233,06,4,Creo que el video es muy literal
01,103,B,233,07,4,Presenta a los personajes y explican quien llama y con quién se llama
01,103,B,233,09,4,Explica los efectos sonoros del video
01,103,B,233,10,4,Los subtítulos están sincronizados
01,112,B,287,02,4,"Apenas excedía las dos líneas, lo cual es adecuado."
01,112,B,287,04,4,Se podía leer de forma clara todo lo contenido en la caja de subtítulos.
01,120,B,320,04,4,"blanco sobre negro, gran contraste"
01,120,B,320,13,4,era una tipografía clara
01,121,B,346,01,4,estan centrados en la parte inferior como se requiere
01,121,B,346,02,4,hay 2 como máximo
01,149,B,559,02,4,2-3 LINEAS ES CORRECTO
01,149,B,559,04,4,BLANCO SOBRE NEGRO TIENE BUEN CONTRASTE
01,172,B,871,01,4,correcta
01,179,B,941,05,4,Buenas ! dame un cuatro de esto
01,179,B,941,11,4,Buenas ! dame un cuatro de esto
01,179,B,941,17,4,Buenas ! dame un cuatro de esto
01,184,B,986,04,4,el contraste era el correcto (blanco/negro)
01,189,B,1023,04,4,ninguno
01,189,B,1023,07,4,ninguno
01,189,B,1023,13,4,ninguno
01,193,B,1040,03,4,Se muestra centrado
01,200,B,1217,01,4,Se ven bien
01,200,B,1217,02,4,2 líneas se leen correctamente
01,200,B,1217,07,4,Muy bien definidos
01,200,B,1217,08,4,Se distingue bien
01,200,B,1217,13,4,Una buena legibilidad
01,200,B,1217,16,4,La misma respuesta que la anterior
01,204,B,1167,01,4,La parte inferior permite seguir correctamente los subtítulos
01,204,B,1167,02,4,Pocas líneas
01,204,B,1167,03,4,Misma respuesta que en pregunta 1
01,204,B,1167,04,4,El color de la letra contrastaba bien con el fondo
01,204,B,1167,06,4,Me ha parecido correcto
01,204,B,1167,12,4,No he apreciado problema en ese aspecto
01,204,B,1167,13,4,No he apreciado problema en ese aspecto
01,216,B,1178,01,4,"Todo el mundo tiene derecho a poder entender una peli,una video llamada.."
01,216,B,1178,02,4,Todos somos iguales
01,216,B,1178,05,4,Lenguaje sin faltas de ortografía para todos.
01,216,B,1178,07,4,Todo claro 
01,216,B,1178,09,4,Todo en orden
01,216,B,1178,10,4,Todo biennhecho
01,216,B,1178,15,4,Nose
01,217,B,1184,10,4,coincide al mismo tiempo del movimiento labial
01,219,B,1187,03,4,"Centrados, bien"
01,219,B,1187,04,4,Se puede leer sin problema
01,219,B,1187,07,4,Presentación buena de la persona que llama por telefono
01,219,B,1187,08,4,Correcto
01,219,B,1187,10,4,Estaba bien sincronizado
01,219,B,1187,13,4,"Buena tipografía, se entiende"
01,24,B,645,16,5,No hay referencias a numeros
01,43,B,1037,16,5,No aparecen números en el video.
01,120,B,320,16,5,no recuerdo números
01,168,B,808,14,5,No me ha dado tiempo a fijarme
01,179,B,941,06,5,Buenas ! dame un cuatro de esto
01,179,B,941,12,5,Buenas ! dame un cuatro de esto
01,215,B,1174,03,5,No sé
01,215,B,1174,10,5,No sé
01,215,B,1174,14,5,No sé
01,215,B,1174,16,5,En ningún momento hablan de números
01,215,B,1174,17,5,No sé
01,216,B,1178,03,5,No se
01,216,B,1178,06,5,Nose
01,216,B,1178,12,5,Nose
02,8,A,868,09,0,No se realiza
02,9,A,916,01,0,Ok
